date,open,high,low,close,adj_close,volume,dividend
2021-02-01,31.87,32.24,31.87,32.18,32.18,4505570,0.0
2021-02-02,32.2,33.72,32.16,32.94,32.94,2449120,0.0
2021-02-03,32.95,33.16,32.68,32.92,32.92,4241429,0.0
2021-02-04,32.88,33.06,32.77,32.91,32.91,3972851,0.0
2021-02-05,33.0,33.26,32.52,32.89,32.89,3022365,0.0
2021-02-08,32.9,33.79,32.9,33.53,33.53,4909515,0.0
2021-02-09,33.54,34.04,33.54,34.01,34.01,508855,0.0
2021-02-10,33.97,34.19,33.97,34.19,34.19,846360,0.0
2021-02-11,34.15,35.52,34.15,35.27,35.27,1819474,0.0
2021-02-12,35.3,36.03,35.3,35.8,35.8,3903740,0.0
2021-02-15,35.9,36.47,35.44,35.96,35.96,1929153,0.0
2021-02-16,36.04,36.04,34.72,35.06,35.06,4101747,0.0
2021-02-17,35.09,35.47,35.09,35.34,35.34,3735989,0.0
2021-02-18,35.23,35.23,34.71,34.9,34.9,3227712,0.0
2021-02-19,35.12,35.16,34.45,34.81,34.81,4341039,0.0
2021-02-22,34.62,34.89,34.48,34.69,34.69,887704,0.0
2021-02-23,34.72,34.87,34.72,34.87,34.87,3869016,0.0
2021-02-24,34.93,34.93,34.01,34.14,34.14,2389077,0.0
2021-02-25,34.14,35.14,34.14,34.76,34.76,425378,0.0
2021-02-26,34.69,34.69,34.21,34.3,34.3,1547535,0.0
2021-03-01,34.35,34.35,33.46,33.87,33.87,4970941,0.0
2021-03-02,33.84,33.84,33.05,33.34,33.34,3088187,0.0
2021-03-03,33.27,33.42,33.09,33.25,33.25,1072051,0.0
2021-03-04,33.35,33.47,33.35,33.45,33.45,4376443,0.0
2021-03-05,33.46,33.46,32.57,32.71,32.71,3376975,0.0
2021-03-08,32.55,33.41,32.55,33.35,33.35,4623157,0.0
2021-03-09,33.37,33.37,33.15,33.23,33.23,4319065,0.0
2021-03-10,33.27,33.27,33.18,33.19,33.19,1829919,0.0
2021-03-11,33.16,33.16,32.73,32.87,32.87,2361542,0.0
2021-03-12,32.82,33.52,32.82,33.29,33.29,4882959,0.0
2021-03-15,33.33,33.98,33.33,33.97,33.97,2359443,0.0
2021-03-16,34.03,34.03,33.59,33.65,33.65,1198730,0.0
2021-03-17,33.58,34.7,33.58,34.24,34.24,387995,0.0
2021-03-18,34.26,34.26,32.25,33.06,33.06,3217767,0.0
2021-03-19,33.14,33.14,32.87,32.9,32.9,4152583,0.0
2021-03-22,32.83,34.5,32.83,34.23,34.23,4166215,0.0
2021-03-23,34.24,35.06,33.33,34.2,34.2,1787352,0.0
2021-03-24,34.23,34.23,33.32,33.58,33.58,2392301,0.0
2021-03-25,33.56,34.46,33.56,34.23,34.23,4386925,0.0
2021-03-26,34.25,34.25,33.85,33.88,33.88,1170152,0.0
2021-03-29,33.81,33.82,33.49,33.65,33.65,4373891,0.0
2021-03-30,33.65,34.33,33.65,34.32,34.32,583279,0.0
2021-03-31,34.27,34.56,33.9,34.23,34.23,553821,0.0
2021-04-01,34.17,34.54,34.17,34.48,34.48,4699161,0.0
2021-04-02,34.44,34.44,33.39,33.8,33.8,3419179,0.0
2021-04-05,33.76,34.26,33.76,34.19,34.19,3587388,0.0
2021-04-06,34.0,34.82,34.0,34.43,34.43,2632955,0.0
2021-04-07,34.37,34.37,33.72,33.95,33.95,3267634,0.0
2021-04-08,34.1,34.42,33.4,33.91,33.91,3349620,0.0
2021-04-09,33.85,34.56,33.85,34.44,34.44,1049149,0.0
2021-04-12,34.48,35.72,34.07,34.89,34.89,1029750,0.0
2021-04-13,34.93,35.12,33.86,34.49,34.49,591330,0.0
2021-04-14,34.42,36.0,34.42,35.42,35.42,1499581,0.0
2021-04-15,35.42,35.42,34.56,34.92,34.92,4570289,0.0
2021-04-16,34.87,35.28,34.77,35.03,35.03,1597366,0.0
2021-04-19,35.04,35.04,33.87,34.43,34.43,4137035,0.0
2021-04-20,34.52,34.55,33.77,34.16,34.16,615585,0.0
2021-04-21,34.25,34.66,34.25,34.49,34.49,4044801,0.0
2021-04-22,34.45,35.38,34.06,34.72,34.72,1276554,0.0
2021-04-23,34.71,35.12,34.71,34.98,34.98,1560444,0.0
2021-04-26,35.03,35.03,34.53,34.73,34.73,1827184,0.0
2021-04-27,34.76,34.76,34.49,34.59,34.59,3530748,0.0
2021-04-28,34.7,34.7,33.99,34.15,34.15,1555367,0.0
2021-04-29,34.22,34.72,34.22,34.48,34.48,2041091,0.0
2021-04-30,34.51,35.19,34.5,34.85,34.85,1658508,0.0
2021-05-03,34.79,35.05,34.61,34.83,34.83,4324491,0.0
2021-05-04,34.82,35.88,34.48,35.18,35.18,2528510,0.0
2021-05-05,35.18,35.81,35.18,35.5,35.5,2844330,0.0
2021-05-06,35.48,36.32,35.37,35.84,35.84,336856,0.0
2021-05-07,35.76,36.08,35.76,35.97,35.97,4822564,0.0
2021-05-10,35.99,35.99,35.47,35.72,35.72,3813124,0.0
2021-05-11,35.63,35.85,35.38,35.62,35.62,4599981,0.0
2021-05-12,35.63,35.63,34.38,34.93,34.93,4109471,0.0
2021-05-13,34.75,34.75,33.75,34.25,34.25,581522,0.0
2021-05-14,34.26,34.26,33.98,34.09,34.09,2696633,0.0
2021-05-17,34.04,35.11,34.04,34.89,34.89,3647576,0.0
2021-05-18,34.8,35.29,34.22,34.75,34.75,3745920,0.0
2021-05-19,34.81,35.16,34.76,34.96,34.96,307677,0.0
2021-05-20,35.07,36.12,35.07,35.88,35.88,1329933,0.0
2021-05-21,35.86,36.72,35.39,36.05,36.05,4410182,0.0
2021-05-24,36.03,36.07,35.85,35.96,35.96,322058,0.0
2021-05-25,36.01,36.44,36.01,36.4,36.4,2217601,0.0
2021-05-26,36.38,36.83,36.37,36.6,36.6,279224,0.0
2021-05-27,36.76,37.13,36.31,36.72,36.72,926889,0.0
2021-05-28,36.82,37.09,36.53,36.81,36.81,125839,0.0
2021-05-31,36.81,37.62,36.76,37.19,37.19,2881987,0.0
2021-06-01,37.4,37.41,37.4,37.41,37.41,3600179,0.0
2021-06-02,37.36,38.37,37.36,38.36,38.36,4857078,0.0
2021-06-03,38.34,38.51,38.13,38.32,38.32,2973456,0.0
2021-06-04,38.21,38.48,38.15,38.31,38.31,726853,0.0
2021-06-07,38.31,38.94,38.07,38.51,38.51,4415894,0.0
2021-06-08,38.62,39.16,38.62,38.99,38.99,4562464,0.0
2021-06-09,38.9,39.95,38.32,39.13,39.13,2673158,0.0
2021-06-10,39.19,39.19,38.77,38.77,38.77,4738390,0.0
2021-06-11,38.81,38.82,38.23,38.52,38.52,301254,0.0
2021-06-14,38.59,38.66,38.58,38.62,38.62,3500791,0.0
2021-06-15,38.54,38.75,38.14,38.45,38.45,4487139,0.0
2021-06-16,38.44,38.68,37.99,38.34,38.34,2816456,0.0
2021-06-17,38.39,38.74,37.85,38.29,38.29,2699499,0.0
2021-06-18,38.42,39.42,38.42,39.13,39.13,4315018,0.0
2021-06-21,39.17,39.38,39.06,39.22,39.22,3735740,0.0
2021-06-22,39.15,39.2,38.3,38.75,38.75,573145,0.0
2021-06-23,38.68,38.68,38.07,38.16,38.16,495084,0.0
2021-06-24,38.21,38.27,37.18,37.72,37.72,2057626,0.0
2021-06-25,37.83,37.83,37.34,37.54,37.54,2395591,0.0
2021-06-28,37.67,37.75,36.95,37.35,37.35,3530729,0.0
2021-06-29,37.45,37.45,36.45,36.91,36.91,4103182,0.0
2021-06-30,36.87,36.91,36.05,36.48,36.48,2827166,0.0
2021-07-01,36.48,36.48,35.03,35.26,35.26,3472606,0.0
2021-07-02,35.19,35.19,34.0,34.54,34.54,2209568,0.0
2021-07-05,34.62,35.35,34.62,35.22,35.22,3920257,0.0
2021-07-06,35.17,35.65,35.17,35.48,35.48,3911848,0.0
2021-07-07,35.39,35.39,35.3,35.34,35.34,2382404,0.0
2021-07-08,35.26,35.57,35.26,35.56,35.56,4784598,0.0
2021-07-09,35.6,36.0,35.6,35.88,35.88,735487,0.0
2021-07-12,35.91,35.91,35.22,35.37,35.37,2640431,0.0
2021-07-13,35.4,35.4,34.44,34.91,34.91,3896798,0.0
2021-07-14,34.94,34.94,34.04,34.17,34.17,4032239,0.0
2021-07-15,34.12,35.01,33.54,34.27,34.27,3470129,0.0
