date,open,high,low,close,adj_close,volume,dividend
2020-03-06,146.95,147.58,146.95,147.47,147.47,4216817,0.0
2020-03-09,147.44,151.05,147.44,149.67,149.67,2534133,0.0
2020-03-10,149.28,151.95,149.28,150.95,150.95,815895,0.0
2020-03-11,150.92,154.08,150.92,153.98,153.98,815944,0.0
2020-03-12,154.31,154.64,154.05,154.34,154.34,355378,0.0
2020-03-13,154.12,154.12,150.31,151.78,151.78,4009976,0.0
2020-03-16,151.56,152.34,150.29,151.32,151.32,3551383,0.0
2020-03-17,150.93,152.43,150.93,152.2,152.2,3549950,0.0
2020-03-18,152.09,153.19,152.09,152.78,152.78,2543324,0.0
2020-03-19,152.97,153.11,149.39,151.25,151.25,960318,0.0
2020-03-20,151.53,153.42,151.53,153.38,153.38,1281277,0.0
2020-03-23,153.32,156.18,152.62,154.4,154.4,4298285,0.0
2020-03-24,154.33,158.29,154.33,157.02,157.02,1485556,0.0
2020-03-25,156.94,156.94,154.94,155.58,155.58,4765230,0.0
2020-03-26,155.05,155.05,152.41,153.31,153.31,4748487,0.0
2020-03-27,153.34,153.56,153.32,153.44,153.44,2131051,0.0
2020-03-30,153.85,153.85,150.21,151.0,151.0,3531487,0.0
2020-03-31,150.91,150.91,149.49,149.81,149.81,4625760,3.0106
2020-04-01,149.8,151.22,149.8,151.21,151.21,3891038,0.0
2020-04-02,151.29,151.29,150.42,150.57,150.57,403978,0.0
2020-04-03,150.22,152.39,149.06,150.72,150.72,2795023,0.0
2020-04-06,150.81,151.55,150.12,150.84,150.84,3637430,0.0
2020-04-07,150.61,152.65,149.24,150.94,150.94,4023857,0.0
2020-04-08,151.16,152.02,150.89,151.46,151.46,2281834,0.0
2020-04-09,151.25,153.29,151.25,153.2,153.2,3535664,0.0
2020-04-10,153.42,153.59,153.28,153.43,153.43,3548732,0.0
2020-04-13,153.14,154.23,152.92,153.58,153.58,1438653,0.0
2020-04-14,153.69,153.86,152.99,153.43,153.43,2221117,0.0
2020-04-15,153.6,155.21,153.6,155.04,155.04,4595510,0.0
2020-04-16,154.88,154.88,149.82,150.28,150.28,4223476,0.0
2020-04-17,150.67,150.67,148.81,149.73,149.73,3445958,0.0
2020-04-20,149.97,149.97,146.79,147.25,147.25,1435338,0.0
2020-04-21,147.26,151.36,147.26,151.03,151.03,3887692,0.0
2020-04-22,151.14,153.76,150.38,152.07,152.07,1929856,0.0
2020-04-23,152.23,154.89,152.23,154.67,154.67,4171679,0.0
2020-04-24,154.25,158.07,152.94,155.51,155.51,423608,0.0
2020-04-27,155.62,156.43,151.14,153.78,153.78,3921477,0.0
2020-04-28,153.86,153.87,151.68,152.78,152.78,4808525,0.0
2020-04-29,152.54,152.63,151.33,151.98,151.98,3164419,0.0
2020-04-30,151.51,152.42,151.37,151.89,151.89,644828,0.0
2020-05-01,152.37,155.74,151.7,153.72,153.72,416111,0.0
2020-05-04,153.68,155.95,153.68,155.58,155.58,1875886,0.0
2020-05-05,155.5,155.5,154.68,154.99,154.99,4859075,0.0
2020-05-06,155.37,155.37,151.67,152.57,152.57,2317772,0.0
2020-05-07,152.19,152.19,149.28,150.27,150.27,146315,0.0
2020-05-08,150.2,151.81,150.2,151.51,151.51,2698744,0.0
2020-05-11,151.3,151.3,148.88,149.06,149.06,3335156,0.0
2020-05-12,149.27,150.25,146.04,148.14,148.14,2435913,0.0
2020-05-13,148.24,149.38,148.24,148.89,148.89,4204465,0.0
2020-05-14,149.05,151.75,149.05,150.73,150.73,4423364,0.0
2020-05-15,150.65,150.65,147.68,148.35,148.35,1080014,0.0
2020-05-18,147.94,149.7,146.57,148.13,148.13,2636627,0.0
2020-05-19,148.29,148.29,146.47,146.71,146.71,4582144,0.0
2020-05-20,146.73,147.74,144.5,146.12,146.12,1846879,0.0
2020-05-21,145.99,145.99,145.09,145.19,145.19,2276070,0.0
2020-05-22,144.88,144.88,141.8,142.11,142.11,1165381,0.0
2020-05-25,142.23,143.37,142.23,142.99,142.99,4004369,0.0
2020-05-26,143.03,146.28,143.03,145.52,145.52,3694517,0.0
2020-05-27,145.47,145.51,144.81,145.16,145.16,2003148,0.0
2020-05-28,144.9,147.26,144.9,146.83,146.83,2647676,0.0
2020-05-29,146.54,150.59,145.72,148.15,148.15,2294528,0.0
2020-06-01,148.55,149.5,147.71,148.6,148.6,2397137,0.0
2020-06-02,148.47,148.47,146.45,147.21,147.21,2912637,0.0
2020-06-03,146.96,149.96,146.96,149.69,149.69,1219504,0.0
2020-06-04,149.69,149.69,147.03,148.08,148.08,4061854,0.0
2020-06-05,148.15,150.21,148.15,149.35,149.35,1264318,0.0
2020-06-08,149.5,150.24,147.2,148.72,148.72,4969479,0.0
2020-06-09,149.25,150.05,146.6,148.32,148.32,4595584,0.0
2020-06-10,148.05,148.05,147.08,147.33,147.33,1738371,0.0
2020-06-11,147.67,149.14,147.09,148.11,148.11,1966904,0.0
2020-06-12,148.27,150.17,148.27,149.32,149.32,1393168,0.0
2020-06-15,149.15,149.15,146.16,147.39,147.39,3532460,0.0
2020-06-16,146.98,149.81,146.98,148.76,148.76,1599914,0.0
2020-06-17,148.35,148.35,147.08,147.36,147.36,1031342,0.0
2020-06-18,147.2,149.16,147.2,148.87,148.87,3380231,0.0
2020-06-19,149.01,149.01,148.33,148.63,148.63,4785881,0.0
2020-06-22,149.4,152.37,149.38,150.87,150.87,3478080,0.0
2020-06-23,150.44,152.69,149.85,151.27,151.27,3755428,0.0
2020-06-24,151.2,151.2,148.58,148.84,148.84,1569903,0.0
2020-06-25,148.41,151.08,148.41,150.74,150.74,2146991,0.0
2020-06-26,150.23,154.5,150.23,154.39,154.39,4849968,0.0
2020-06-29,154.87,155.12,152.86,153.99,153.99,4337058,0.0
2020-06-30,153.97,157.76,153.97,155.92,155.92,4623612,0.0
2020-07-01,156.45,159.92,156.45,158.44,158.44,2749001,0.0
2020-07-02,158.52,158.52,156.68,157.22,157.22,772687,0.0
2020-07-03,157.62,157.62,152.65,154.13,154.13,3382298,0.0
2020-07-06,153.89,154.8,153.89,154.71,154.71,2556651,0.0
2020-07-07,154.65,158.63,154.65,157.4,157.4,2835790,0.0
2020-07-08,157.13,157.91,155.88,156.89,156.89,3016544,0.0
2020-07-09,156.82,156.82,155.17,155.43,155.43,4527162,0.0
2020-07-10,155.36,156.28,155.36,156.0,156.0,4037761,0.0
2020-07-13,155.52,155.52,153.1,153.17,153.17,4836945,0.0
2020-07-14,153.15,153.15,150.28,150.83,150.83,2956528,0.0
2020-07-15,150.81,153.67,150.81,153.22,153.22,2678713,0.0
2020-07-16,153.26,153.26,151.9,152.38,152.38,2261175,0.0
2020-07-17,152.58,153.84,152.58,153.65,153.65,551557,0.0
2020-07-20,153.83,153.83,151.65,152.15,152.15,2524920,0.0
2020-07-21,151.48,157.78,151.48,155.21,155.21,2187301,0.0
2020-07-22,154.8,158.33,154.8,158.28,158.28,616014,0.0
2020-07-23,158.33,160.35,158.33,159.74,159.74,4692967,0.0
2020-07-24,159.93,161.3,158.85,160.08,160.08,1817594,0.0
2020-07-27,159.45,161.35,158.86,160.1,160.1,2258067,0.0
2020-07-28,160.5,165.96,160.5,165.53,165.53,686249,0.0
2020-07-29,165.37,165.95,163.79,164.87,164.87,2373347,0.0
2020-07-30,165.36,165.89,164.58,165.23,165.23,2768439,0.0
2020-07-31,165.3,167.19,162.91,165.05,165.05,317130,0.0
2020-08-03,165.61,165.61,163.01,164.11,164.11,2901663,0.0
2020-08-04,163.97,165.01,163.97,164.75,164.75,625027,0.0
2020-08-05,165.53,165.53,164.27,164.62,164.62,2298895,0.0
2020-08-06,164.75,164.93,161.34,163.14,163.14,4662753,0.0
2020-08-07,162.95,166.81,162.55,164.68,164.68,499407,0.0
2020-08-10,165.15,165.15,160.14,161.27,161.27,4333329,0.0
2020-08-11,161.52,164.47,161.52,163.91,163.91,1859716,0.0
2020-08-12,163.67,163.67,163.27,163.41,163.41,4692436,0.0
2020-08-13,162.64,162.64,162.15,162.19,162.19,4770618,0.0
2020-08-14,161.93,166.9,161.93,166.62,166.62,4567142,0.0
2020-08-17,166.83,167.82,166.63,167.22,167.22,3049027,0.0
2020-08-18,167.25,167.25,164.37,164.98,164.98,4578967,0.0
2020-08-19,165.57,167.87,164.81,166.34,166.34,3604793,0.0
2020-08-20,166.43,171.03,166.43,168.78,168.78,751916,0.0
2020-08-21,168.23,170.89,168.23,170.35,170.35,3530773,0.0
2020-08-24,170.87,170.87,170.02,170.39,170.39,2087642,0.0
2020-08-25,170.84,172.63,168.39,170.51,170.51,3044164,0.0
2020-08-26,170.6,173.6,168.3,170.95,170.95,4498807,0.0
2020-08-27,171.18,172.1,167.08,169.59,169.59,4397198,0.0
2020-08-28,169.61,171.5,169.61,170.95,170.95,467763,0.0
2020-08-31,170.69,173.36,170.69,172.93,172.93,3832898,0.0
2020-09-01,172.22,172.22,170.76,171.47,171.47,1007208,0.0
2020-09-02,171.63,171.63,166.52,166.75,166.75,2148771,0.0
2020-09-03,166.84,168.69,166.52,167.6,167.6,1831138,0.0
2020-09-04,168.07,171.44,168.07,170.04,170.04,3580039,0.0
2020-09-07,170.33,172.31,166.99,169.65,169.65,2538649,0.0
2020-09-08,169.57,171.8,167.53,169.66,169.66,3972493,0.0
2020-09-09,169.94,171.36,169.94,170.93,170.93,1002355,0.0
2020-09-10,170.87,174.1,170.87,172.68,172.68,2208110,0.0
2020-09-11,172.76,172.76,172.02,172.22,172.22,4269805,0.0
2020-09-14,172.35,172.35,166.95,168.26,168.26,650159,0.0
2020-09-15,168.15,168.15,164.24,165.28,165.28,4351082,0.0
2020-09-16,165.06,170.99,163.69,167.34,167.34,1542283,0.0
2020-09-17,167.69,167.69,164.87,165.4,165.4,2743166,0.0
2020-09-18,165.72,165.97,160.8,163.39,163.39,4939463,0.0
2020-09-21,163.42,164.63,163.42,164.16,164.16,2174813,0.0
2020-09-22,164.17,169.15,164.17,168.73,168.73,2402661,0.0
2020-09-23,168.98,168.98,168.39,168.44,168.44,4816261,0.0
2020-09-24,168.33,168.33,165.69,166.97,166.97,4434357,0.0
2020-09-25,166.62,168.42,166.62,167.78,167.78,1663727,0.0
2020-09-28,167.79,168.46,164.16,166.31,166.31,1292040,0.0
2020-09-29,166.42,168.7,164.9,166.8,166.8,1881652,0.0
2020-09-30,166.74,167.31,166.74,167.23,167.23,1663686,2.5707
2020-10-01,167.01,168.7,167.01,168.14,168.14,3189017,0.0
2020-10-02,167.71,169.73,167.54,168.63,168.63,3157258,0.0
2020-10-05,168.23,168.23,165.65,166.6,166.6,3474256,0.0
2020-10-06,166.63,166.63,164.48,165.01,165.01,3523192,0.0
2020-10-07,165.09,167.54,165.09,167.17,167.17,953069,0.0
2020-10-08,167.11,169.69,167.11,169.3,169.3,3376404,0.0
2020-10-09,169.12,172.23,169.11,170.67,170.67,4016302,0.0
2020-10-12,170.55,171.7,169.85,170.78,170.78,1391068,0.0
2020-10-13,170.48,170.48,169.5,169.73,169.73,251640,0.0
2020-10-14,169.52,172.85,169.52,171.88,171.88,4826221,0.0
2020-10-15,172.51,172.51,168.75,169.98,169.98,255456,0.0
2020-10-16,169.72,169.72,162.61,164.42,164.42,2573952,0.0
2020-10-19,164.46,166.08,164.46,165.72,165.72,433169,0.0
2020-10-20,165.74,169.14,165.74,168.06,168.06,3337747,0.0
2020-10-21,167.52,171.79,167.52,169.84,169.84,4398182,0.0
2020-10-22,169.86,173.91,169.86,172.09,172.09,3083167,0.0
2020-10-23,172.13,175.89,171.58,173.73,173.73,1424123,0.0
2020-10-26,173.83,176.46,173.83,175.65,175.65,3879573,0.0
2020-10-27,175.18,177.31,175.18,176.26,176.26,273291,0.0
2020-10-28,176.22,176.22,174.41,174.66,174.66,4782096,0.0
2020-10-29,174.81,174.81,173.2,173.72,173.72,1169192,0.0
2020-10-30,174.38,174.38,170.97,172.21,172.21,4443794,0.0
2020-11-02,172.11,172.11,170.39,170.9,170.9,3976108,0.0
2020-11-03,170.42,170.85,170.42,170.73,170.73,3118467,0.0
2020-11-04,170.4,170.4,167.82,168.67,168.67,1357612,0.0
2020-11-05,168.65,169.57,168.11,168.84,168.84,973139,0.0
2020-11-06,168.9,170.88,167.14,169.01,169.01,2760672,0.0
2020-11-09,169.17,169.25,168.46,168.86,168.86,1265115,0.0
2020-11-10,168.8,170.91,168.8,170.21,170.21,3161131,0.0
2020-11-11,169.68,171.02,169.68,170.82,170.82,2340928,0.0
2020-11-12,170.23,175.47,170.23,173.89,173.89,767836,0.0
2020-11-13,173.77,175.37,173.33,174.35,174.35,2988548,0.0
2020-11-16,174.12,176.93,174.12,176.85,176.85,4801839,0.0
2020-11-17,176.88,177.31,176.53,176.92,176.92,1784361,0.0
2020-11-18,176.95,176.95,175.68,175.98,175.98,1637202,0.0
2020-11-19,175.47,177.46,175.47,177.42,177.42,2988652,0.0
2020-11-20,176.68,176.86,176.29,176.58,176.58,4741125,0.0
2020-11-23,176.53,177.26,175.9,176.58,176.58,3674659,0.0
2020-11-24,176.15,178.11,176.15,177.76,177.76,2884964,0.0
2020-11-25,177.71,181.03,177.71,180.02,180.02,945677,0.0
2020-11-26,179.76,181.23,179.41,180.32,180.32,4450788,0.0
2020-11-27,179.79,179.79,176.94,177.94,177.94,828231,0.0
2020-11-30,177.14,180.63,177.14,179.74,179.74,1915594,0.0
2020-12-01,179.77,179.77,177.76,178.22,178.22,2241050,0.0
2020-12-02,178.23,180.74,178.23,179.89,179.89,3682427,0.0
2020-12-03,178.97,179.57,178.79,179.18,179.18,1525490,0.0
2020-12-04,178.83,180.44,178.83,180.4,180.4,1646672,0.0
2020-12-07,180.49,183.87,180.49,182.64,182.64,1669989,0.0
2020-12-08,182.59,185.73,182.09,183.91,183.91,3686552,0.0
2020-12-09,183.88,185.79,183.88,185.18,185.18,4274701,0.0
2020-12-10,184.7,185.47,184.63,185.05,185.05,4569457,0.0
2020-12-11,184.78,186.61,184.78,186.05,186.05,3564057,0.0
2020-12-14,185.34,185.34,184.16,184.71,184.71,541153,0.0
2020-12-15,184.85,187.72,182.35,185.04,185.04,2492500,0.0
2020-12-16,184.65,187.22,184.58,185.9,185.9,2708674,0.0
2020-12-17,185.9,190.05,185.9,189.65,189.65,3397971,0.0
2020-12-18,189.29,193.29,189.29,191.75,191.75,2379273,0.0
2020-12-21,191.48,191.48,190.24,190.77,190.77,3118234,0.0
2020-12-22,191.44,192.27,187.19,189.73,189.73,103563,0.0
2020-12-23,189.97,195.41,189.97,193.57,193.57,1488673,0.0
2020-12-24,193.2,193.2,190.33,190.86,190.86,2586691,0.0
2020-12-25,190.46,192.95,190.46,192.59,192.59,919771,0.0
2020-12-28,192.79,193.51,186.64,190.07,190.07,3543909,0.0
2020-12-29,190.57,191.48,188.38,189.93,189.93,3111062,0.0
2020-12-30,189.7,189.7,188.64,188.79,188.79,2051023,0.0
2020-12-31,189.16,190.46,188.36,189.41,189.41,1534142,0.0
2021-01-01,189.2,189.28,188.37,188.83,188.83,4606985,0.0
2021-01-04,189.55,190.02,188.73,189.38,189.38,1842734,0.0
2021-01-05,188.73,188.73,183.49,184.09,184.09,1467301,0.0
2021-01-06,183.58,183.58,179.32,180.97,180.97,4928965,0.0
2021-01-07,180.61,180.61,177.69,178.26,178.26,4473601,0.0
2021-01-08,178.43,178.43,175.18,175.28,175.28,3038615,0.0
2021-01-11,175.46,175.46,174.23,174.69,174.69,4780921,0.0
2021-01-12,174.54,176.2,174.54,175.7,175.7,1702261,0.0
2021-01-13,175.3,175.3,173.68,173.78,173.78,1731645,0.0
2021-01-14,173.18,176.4,172.33,174.36,174.36,2461335,0.0
2021-01-15,174.49,175.6,170.93,173.26,173.26,3720502,0.0
2021-01-18,173.33,177.25,173.33,175.98,175.98,4359909,0.0
2021-01-19,176.34,178.94,174.49,176.71,176.71,2666691,0.0
2021-01-20,176.58,176.74,175.71,176.23,176.23,3484303,0.0
2021-01-21,176.85,176.85,170.14,172.56,172.56,895227,0.0
2021-01-22,172.82,173.28,172.82,173.08,173.08,4094298,0.0
2021-01-25,173.12,173.92,171.87,172.9,172.9,2310902,0.0
2021-01-26,172.9,172.9,169.84,171.37,171.37,2127632,0.0
2021-01-27,170.85,171.85,170.85,171.75,171.75,1274518,0.0
2021-01-28,171.76,171.76,168.33,169.54,169.54,148529,0.0
2021-01-29,169.65,171.91,169.37,170.64,170.64,1012841,0.0
2021-02-01,170.78,170.78,168.52,169.0,169.0,1085692,0.0
2021-02-02,169.49,169.49,167.75,168.22,168.22,2231814,0.0
2021-02-03,168.28,169.85,167.75,168.8,168.8,3037794,0.0
2021-02-04,168.7,168.7,166.68,166.84,166.84,2932227,0.0
2021-02-05,167.33,167.33,163.8,164.4,164.4,487429,0.0
2021-02-08,164.5,164.53,163.27,163.9,163.9,2146980,0.0
2021-02-09,163.78,167.0,160.44,163.72,163.72,866606,0.0
2021-02-10,163.59,169.04,163.59,166.38,166.38,1847146,0.0
2021-02-11,166.36,170.87,166.36,169.59,169.59,1492954,0.0
2021-02-12,169.16,170.44,169.16,170.13,170.13,2390954,0.0
2021-02-15,170.06,171.0,166.65,168.83,168.83,931861,0.0
2021-02-16,168.56,170.45,168.56,170.1,170.1,4655989,0.0
2021-02-17,170.22,170.22,169.09,169.38,169.38,1604599,0.0
2021-02-18,169.25,169.25,168.55,168.66,168.66,2771404,0.0
2021-02-19,168.69,168.73,167.66,168.2,168.2,896435,0.0
2021-02-22,168.24,169.6,167.76,168.68,168.68,3224323,0.0
2021-02-23,168.62,172.04,167.18,169.61,169.61,848207,0.0
2021-02-24,169.48,169.48,167.74,168.03,168.03,2952291,0.0
2021-02-25,168.1,168.39,167.87,168.13,168.13,568361,0.0
2021-02-26,168.12,168.51,165.26,166.89,166.89,2911997,0.0
2021-03-01,167.25,167.25,162.26,162.84,162.84,1381959,0.0
2021-03-02,163.24,163.24,159.85,160.74,160.74,4078349,0.0
2021-03-03,161.26,161.26,157.75,158.09,158.09,4270653,0.0
2021-03-04,157.85,163.69,157.85,161.71,161.71,4941044,0.0
2021-03-05,161.61,161.61,156.68,158.97,158.97,451754,0.0
2021-03-08,159.09,159.47,157.81,158.64,158.64,125941,0.0
2021-03-09,158.3,162.83,158.3,162.01,162.01,111918,0.0
2021-03-10,161.83,164.64,161.83,163.27,163.27,3700949,0.0
2021-03-11,163.46,163.46,159.72,160.23,160.23,2679784,0.0
2021-03-12,160.49,161.68,160.49,161.35,161.35,3722023,0.0
2021-03-15,161.63,161.63,158.96,159.15,159.15,1533492,0.0
2021-03-16,159.68,159.78,158.16,158.97,158.97,432348,0.0
2021-03-17,158.77,162.51,157.89,160.2,160.2,376295,0.0
2021-03-18,160.03,163.79,160.03,162.87,162.87,1685891,0.0
2021-03-19,162.81,168.47,162.81,166.26,166.26,434402,0.0
2021-03-22,166.01,168.06,165.23,166.64,166.64,3390407,0.0
2021-03-23,166.79,166.79,162.6,164.25,164.25,4123576,0.0
2021-03-24,164.1,164.1,161.84,162.05,162.05,4928799,0.0
2021-03-25,162.77,162.77,159.78,161.27,161.27,2520513,0.0
2021-03-26,160.8,162.42,160.05,161.23,161.23,1908078,0.0
2021-03-29,161.58,161.58,158.63,159.7,159.7,1772646,0.0
2021-03-30,159.43,159.43,154.54,155.43,155.43,387129,0.0
2021-03-31,155.65,155.65,153.92,154.21,154.21,4165650,3.2192
2021-04-01,153.76,154.9,153.76,154.45,154.45,80697,0.0
2021-04-02,154.22,156.49,152.97,154.73,154.73,3448583,0.0
2021-04-05,154.75,156.35,154.75,156.21,156.21,1084968,0.0
2021-04-06,156.24,156.24,154.57,155.17,155.17,2296931,0.0
2021-04-07,155.8,155.8,151.68,152.61,152.61,3109122,0.0
2021-04-08,152.46,156.77,152.46,156.11,156.11,106741,0.0
2021-04-09,155.73,155.73,151.55,152.85,152.85,4031032,0.0
2021-04-12,153.07,158.27,153.07,157.92,157.92,995483,0.0
2021-04-13,158.71,160.48,157.23,158.85,158.85,1949362,0.0
2021-04-14,158.73,158.73,155.01,155.97,155.97,4031872,0.0
2021-04-15,155.64,155.64,153.81,154.38,154.38,3462698,0.0
2021-04-16,154.28,158.59,154.28,157.57,157.57,2472944,0.0
2021-04-19,157.38,159.2,156.13,157.66,157.66,1086086,0.0
2021-04-20,157.97,158.32,153.37,155.85,155.85,3110929,0.0
2021-04-21,155.72,158.6,155.37,156.98,156.98,707442,0.0
2021-04-22,156.82,159.04,155.44,157.24,157.24,1594950,0.0
2021-04-23,158.11,158.41,157.28,157.85,157.85,2161889,0.0
2021-04-26,157.97,158.62,154.9,156.76,156.76,4028419,0.0
2021-04-27,155.84,157.81,154.7,156.26,156.26,4544522,0.0
2021-04-28,156.4,157.39,152.86,155.13,155.13,2287827,0.0
2021-04-29,154.75,154.75,152.76,152.99,152.99,3999281,0.0
2021-04-30,153.04,155.69,150.98,153.33,153.33,1358077,0.0
2021-05-03,153.51,156.78,153.14,154.96,154.96,1796046,0.0
2021-05-04,154.85,158.18,154.85,157.83,157.83,1079475,0.0
2021-05-05,157.52,158.24,156.24,157.24,157.24,3992684,0.0
2021-05-06,157.99,157.99,157.01,157.05,157.05,2034873,0.0
2021-05-07,157.26,158.09,156.09,157.09,157.09,611285,0.0
2021-05-10,156.56,157.17,155.49,156.33,156.33,1178553,0.0
2021-05-11,156.23,159.21,156.23,158.4,158.4,3106112,0.0
2021-05-12,157.99,160.65,156.49,158.57,158.57,2043118,0.0
2021-05-13,158.84,162.64,158.84,161.17,161.17,3952271,0.0
2021-05-14,161.69,161.69,160.53,160.98,160.98,1978038,0.0
2021-05-17,161.0,162.75,159.34,161.05,161.05,1832668,0.0
2021-05-18,161.54,162.17,159.58,160.88,160.88,3799439,0.0
2021-05-19,160.8,162.26,160.8,161.57,161.57,4261761,0.0
2021-05-20,161.5,167.34,161.5,166.1,166.1,4030415,0.0
2021-05-21,165.35,166.62,165.35,166.35,166.35,965500,0.0
2021-05-24,166.49,169.35,166.49,168.07,168.07,804308,0.0
2021-05-25,167.64,167.64,161.58,164.42,164.42,3013663,0.0
2021-05-26,164.33,165.66,164.33,165.08,165.08,1494449,0.0
2021-05-27,165.61,165.93,163.73,164.83,164.83,1303147,0.0
2021-05-28,164.68,165.42,159.17,162.3,162.3,3534268,0.0
2021-05-31,163.0,164.92,161.49,163.2,163.2,2099013,0.0
2021-06-01,163.43,164.7,162.43,163.56,163.56,1740314,0.0
2021-06-02,163.51,166.99,159.97,163.48,163.48,2841973,0.0
2021-06-03,163.44,164.22,163.44,163.88,163.88,860121,0.0
2021-06-04,163.88,163.88,157.61,158.85,158.85,2989521,0.0
2021-06-07,158.52,160.76,158.21,159.48,159.48,4458814,0.0
2021-06-08,159.73,159.73,157.45,158.55,158.55,3804110,0.0
2021-06-09,158.74,162.45,158.74,161.9,161.9,96486,0.0
2021-06-10,161.88,161.88,159.7,159.84,159.84,2399874,0.0
2021-06-11,159.49,160.71,159.49,160.64,160.64,481337,0.0
2021-06-14,160.88,161.1,160.81,160.96,160.96,4030319,0.0
2021-06-15,160.91,161.1,157.06,159.08,159.08,4470449,0.0
2021-06-16,159.02,159.02,156.45,156.76,156.76,4466595,0.0
2021-06-17,156.25,156.99,155.74,156.37,156.37,238553,0.0
2021-06-18,156.52,160.53,156.24,158.38,158.38,1609328,0.0
2021-06-21,158.66,158.66,155.02,155.76,155.76,2138508,0.0
2021-06-22,155.6,155.74,155.6,155.71,155.71,4138814,0.0
2021-06-23,155.49,155.49,151.4,153.24,153.24,2216695,0.0
2021-06-24,153.76,153.76,150.9,151.5,151.5,893344,0.0
2021-06-25,151.38,154.52,151.38,153.69,153.69,4215985,0.0
2021-06-28,153.27,153.68,153.23,153.45,153.45,3328221,0.0
2021-06-29,153.32,154.86,153.32,154.53,154.53,2421086,0.0
2021-06-30,154.26,155.17,153.1,154.14,154.14,3818179,0.0
2021-07-01,153.86,156.38,153.86,155.87,155.87,582588,0.0
2021-07-02,155.81,157.49,155.81,157.02,157.02,918725,0.0
2021-07-05,157.24,160.0,157.24,159.03,159.03,909168,0.0
2021-07-06,159.1,162.37,159.1,162.33,162.33,628503,0.0
2021-07-07,162.64,166.08,162.64,165.44,165.44,2272427,0.0
2021-07-08,165.35,165.35,164.13,164.54,164.54,880254,0.0
2021-07-09,164.71,165.26,164.71,165.1,165.1,1614357,0.0
2021-07-12,164.59,165.12,164.19,164.65,164.65,2899090,0.0
2021-07-13,164.1,165.37,162.82,164.09,164.09,287463,0.0
2021-07-14,164.21,164.52,163.77,164.15,164.15,654824,0.0
